Year Month Day,neg,neu,pos
2015-9-28,0.0,19.0,0.0
2015-9-29,1.0,40.0,1.0
2015-9-30,0.0,20.0,0.0
2015-9-4,0.0,7.0,0.0
2015-9-5,0.0,3.0,1.0
2015-9-6,0.0,14.0,0.0
2015-9-7,0.0,3.0,0.0
2015-9-8,0.0,40.0,0.0
2015-9-9,0.0,35.0,0.0
2016-1-1,0.0,27.0,0.0
2016-1-10,0.0,7.0,0.0
2016-1-11,0.0,16.0,1.0
2016-1-12,0.0,2.0,0.0
2016-1-13,0.0,3.0,0.0
2016-1-14,0.0,23.0,0.0
2016-1-15,0.0,32.0,0.0
2016-1-16,0.0,19.0,0.0
2016-1-17,0.0,15.0,0.0
2016-1-18,0.0,22.0,0.0
2016-1-19,0.0,9.0,0.0
2016-1-2,0.0,8.0,0.0
2016-1-20,0.0,10.0,0.0
2016-1-21,0.0,55.0,0.0
2016-1-22,0.0,58.0,0.0
2016-1-23,1.0,30.0,0.0
2016-1-24,0.0,20.0,0.0
2016-1-25,0.0,21.0,1.0
2016-1-26,1.0,38.0,0.0
2016-1-27,0.0,24.0,0.0
2016-1-28,2.0,59.0,0.0
2016-1-29,0.0,47.0,0.0
2016-1-3,2.0,19.0,0.0
2016-1-30,0.0,13.0,0.0
2016-1-31,1.0,12.0,1.0
2016-1-4,0.0,12.0,1.0
2016-1-5,1.0,16.0,0.0
2016-1-6,0.0,14.0,0.0
2016-1-7,0.0,22.0,0.0
2016-1-8,0.0,17.0,0.0
2016-1-9,0.0,7.0,0.0
2016-10-1,0.0,4.0,0.0
2016-10-10,0.0,8.0,1.0
2016-10-11,0.0,6.0,0.0
2016-10-12,0.0,13.0,0.0
2016-10-13,1.0,9.0,0.0
2016-10-14,0.0,11.0,0.0
2016-10-15,0.0,7.0,0.0
2016-10-16,0.0,3.0,0.0
2016-10-17,1.0,9.0,0.0
2016-10-18,0.0,8.0,0.0
2016-10-19,0.0,7.0,0.0
2016-10-2,0.0,5.0,0.0
2016-10-20,0.0,14.0,2.0
2016-10-21,0.0,8.0,1.0
2016-10-22,0.0,6.0,1.0
2016-10-23,0.0,3.0,0.0
2016-10-24,0.0,5.0,0.0
2016-10-25,0.0,10.0,0.0
2016-10-26,0.0,17.0,0.0
2016-10-27,1.0,38.0,0.0
2016-10-28,1.0,22.0,0.0
2016-10-29,0.0,5.0,0.0
2016-10-3,0.0,6.0,1.0
2016-10-30,0.0,8.0,1.0
2016-10-31,1.0,18.0,1.0
2016-10-4,0.0,9.0,0.0
2016-10-5,0.0,30.0,2.0
2016-10-6,0.0,15.0,0.0
2016-10-7,0.0,11.0,1.0
2016-10-8,0.0,2.0,0.0
2016-10-9,0.0,5.0,0.0
2016-11-1,0.0,8.0,2.0
2016-11-10,0.0,22.0,1.0
2016-11-11,0.0,11.0,0.0
2016-11-12,0.0,2.0,1.0
2016-11-13,0.0,12.0,0.0
2016-11-14,0.0,118.0,5.0
2016-11-15,0.0,73.0,3.0
2016-11-16,5.0,89.0,1.0
2016-11-17,2.0,40.0,3.0
2016-11-18,1.0,24.0,0.0
2016-11-19,0.0,14.0,2.0
2016-11-2,0.0,9.0,1.0
2016-11-20,0.0,8.0,1.0
2016-11-21,0.0,17.0,0.0
2016-11-22,0.0,28.0,0.0
2016-11-23,0.0,36.0,0.0
2016-11-24,0.0,29.0,2.0
2016-11-25,0.0,35.0,0.0
2016-11-26,2.0,26.0,0.0
2016-11-27,1.0,13.0,0.0
2016-11-28,0.0,16.0,2.0
2016-11-29,0.0,33.0,0.0
2016-11-3,0.0,27.0,1.0
2016-11-30,2.0,47.0,1.0
2016-11-4,0.0,39.0,3.0
2016-11-5,0.0,9.0,0.0
2016-11-6,0.0,14.0,0.0
2016-11-7,0.0,19.0,0.0
2016-11-8,0.0,19.0,0.0
2016-11-9,0.0,19.0,0.0
2016-12-1,2.0,37.0,2.0
2016-12-10,1.0,23.0,0.0
2016-12-11,0.0,18.0,0.0
2016-12-12,0.0,23.0,1.0
2016-12-13,0.0,26.0,1.0
2016-12-14,0.0,19.0,0.0
2016-12-15,0.0,32.0,4.0
2016-12-16,0.0,31.0,1.0
2016-12-17,0.0,11.0,0.0
2016-12-18,0.0,17.0,1.0
2016-12-19,0.0,28.0,1.0
2016-12-2,1.0,54.0,0.0
2016-12-20,0.0,25.0,0.0
2016-12-21,1.0,22.0,0.0
2016-12-22,0.0,21.0,0.0
2016-12-23,0.0,19.0,0.0
2016-12-24,0.0,21.0,0.0
2016-12-25,0.0,16.0,0.0
2016-12-26,2.0,27.0,0.0
2016-12-27,0.0,21.0,0.0
2016-12-28,1.0,19.0,0.0
2016-12-29,0.0,19.0,0.0
2016-12-3,0.0,9.0,0.0
2016-12-30,0.0,21.0,0.0
2016-12-31,1.0,38.0,2.0
2016-12-4,0.0,17.0,0.0
2016-12-5,0.0,15.0,0.0
2016-12-6,1.0,18.0,0.0
2016-12-7,1.0,21.0,2.0
2016-12-8,0.0,24.0,0.0
2016-12-9,1.0,22.0,0.0
2016-2-1,0.0,14.0,1.0
2016-2-10,0.0,16.0,0.0
2016-2-11,0.0,20.0,0.0
2016-2-12,1.0,19.0,2.0
2016-2-13,1.0,20.0,0.0
2016-2-14,0.0,18.0,0.0
2016-2-15,0.0,18.0,0.0
2016-2-16,1.0,15.0,0.0
2016-2-17,0.0,11.0,1.0
2016-2-18,1.0,21.0,0.0
2016-2-19,0.0,8.0,2.0
2016-2-2,1.0,12.0,0.0
2016-2-20,0.0,15.0,0.0
2016-2-21,0.0,13.0,1.0
2016-2-22,0.0,9.0,0.0
2016-2-23,0.0,15.0,0.0
2016-2-24,0.0,20.0,0.0
2016-2-25,3.0,25.0,1.0
2016-2-26,0.0,18.0,0.0
2016-2-27,0.0,15.0,0.0
2016-2-28,0.0,11.0,0.0
2016-2-29,0.0,24.0,0.0
2016-2-3,0.0,18.0,0.0
2016-2-4,5.0,187.0,5.0
2016-2-5,0.0,34.0,1.0
2016-2-6,0.0,11.0,0.0
2016-2-7,1.0,7.0,0.0
2016-2-8,1.0,16.0,0.0
2016-2-9,0.0,19.0,0.0
2016-3-1,0.0,13.0,0.0
2016-3-10,1.0,70.0,1.0
2016-3-11,0.0,15.0,0.0
2016-3-12,0.0,9.0,1.0
2016-3-13,0.0,14.0,0.0
2016-3-14,0.0,14.0,0.0
2016-3-15,0.0,19.0,0.0
2016-3-16,0.0,13.0,0.0
2016-3-17,0.0,13.0,0.0
2016-3-18,0.0,17.0,0.0
2016-3-19,1.0,3.0,0.0
2016-3-2,0.0,15.0,0.0
2016-3-20,0.0,4.0,0.0
2016-3-21,1.0,12.0,0.0
2016-3-22,0.0,38.0,0.0
2016-3-23,0.0,19.0,1.0
2016-3-24,0.0,51.0,0.0
2016-3-25,0.0,15.0,1.0
2016-3-26,1.0,18.0,1.0
2016-3-27,0.0,9.0,0.0
2016-3-28,0.0,15.0,1.0
2016-3-29,0.0,18.0,0.0
2016-3-3,0.0,25.0,0.0
2016-3-30,0.0,10.0,0.0
2016-3-31,0.0,24.0,0.0
2016-3-4,0.0,18.0,0.0
2016-3-5,0.0,5.0,0.0
2016-3-6,0.0,8.0,1.0
2016-3-7,0.0,17.0,0.0
2016-3-8,0.0,19.0,0.0
2016-3-9,0.0,82.0,2.0
2016-4-1,1.0,20.0,1.0
2016-4-10,0.0,6.0,0.0
2016-4-11,0.0,12.0,1.0
2016-4-12,0.0,3.0,0.0
2016-4-13,0.0,16.0,1.0
2016-4-14,0.0,15.0,0.0
2016-4-15,0.0,27.0,2.0
2016-4-16,0.0,10.0,0.0
2016-4-17,0.0,18.0,0.0
2016-4-18,0.0,20.0,0.0
2016-4-19,0.0,13.0,0.0
2016-4-2,0.0,8.0,0.0
2016-4-20,1.0,22.0,0.0
2016-4-21,1.0,25.0,0.0
2016-4-22,5.0,109.0,3.0
2016-4-23,0.0,38.0,1.0
2016-4-24,0.0,11.0,0.0
2016-4-25,0.0,7.0,0.0
2016-4-26,0.0,12.0,1.0
2016-4-27,0.0,7.0,1.0
2016-4-28,0.0,7.0,0.0
2016-4-29,0.0,20.0,0.0
2016-4-3,0.0,12.0,0.0
2016-4-30,4.0,31.0,3.0
2016-4-4,0.0,6.0,0.0
2016-4-5,0.0,26.0,1.0
2016-4-6,0.0,12.0,0.0
2016-4-7,0.0,20.0,1.0
2016-4-8,0.0,7.0,0.0
2016-4-9,0.0,6.0,0.0
2016-5-1,0.0,19.0,0.0
2016-5-10,0.0,24.0,0.0
2016-5-11,1.0,25.0,1.0
2016-5-12,1.0,61.0,0.0
2016-5-13,0.0,41.0,0.0
2016-5-14,0.0,24.0,0.0
2016-5-15,1.0,19.0,0.0
2016-5-16,1.0,48.0,1.0
2016-5-17,0.0,20.0,1.0
2016-5-18,1.0,46.0,0.0
2016-5-19,0.0,25.0,0.0
2016-5-2,0.0,13.0,0.0
2016-5-20,1.0,29.0,0.0
2016-5-21,0.0,11.0,0.0
2016-5-22,0.0,20.0,1.0
2016-5-23,0.0,29.0,0.0
2016-5-24,0.0,14.0,0.0
2016-5-25,0.0,37.0,2.0
2016-5-26,1.0,29.0,0.0
2016-5-27,2.0,20.0,0.0
2016-5-28,0.0,28.0,1.0
2016-5-29,1.0,9.0,0.0
2016-5-3,2.0,46.0,3.0
2016-5-30,0.0,13.0,0.0
2016-5-31,0.0,11.0,0.0
2016-5-4,1.0,81.0,8.0
2016-5-5,3.0,89.0,1.0
2016-5-6,1.0,109.0,11.0
2016-5-7,2.0,52.0,6.0
2016-5-8,1.0,20.0,3.0
2016-5-9,1.0,43.0,2.0
2016-6-1,0.0,8.0,0.0
2016-6-10,0.0,56.0,1.0
2016-6-11,0.0,21.0,0.0
2016-6-12,0.0,22.0,0.0
2016-6-13,0.0,12.0,0.0
2016-6-14,0.0,38.0,1.0
2016-6-15,1.0,28.0,0.0
2016-6-16,0.0,25.0,0.0
2016-6-17,1.0,31.0,1.0
2016-6-18,1.0,16.0,1.0
2016-6-19,0.0,16.0,0.0
2016-6-2,0.0,18.0,2.0
2016-6-20,0.0,23.0,0.0
2016-6-21,0.0,15.0,0.0
2016-6-22,0.0,29.0,0.0
2016-6-23,1.0,27.0,1.0
2016-6-24,1.0,40.0,1.0
2016-6-25,0.0,22.0,0.0
2016-6-26,0.0,13.0,0.0
2016-6-27,0.0,18.0,0.0
2016-6-28,0.0,32.0,1.0
2016-6-29,0.0,31.0,0.0
2016-6-3,0.0,49.0,1.0
2016-6-30,1.0,37.0,0.0
2016-6-4,0.0,15.0,0.0
2016-6-5,0.0,12.0,1.0
2016-6-6,0.0,23.0,0.0
2016-6-7,0.0,28.0,0.0
2016-6-8,0.0,35.0,0.0
2016-6-9,1.0,42.0,1.0
2016-7-1,0.0,31.0,0.0
2016-7-10,0.0,10.0,1.0
2016-7-11,1.0,12.0,1.0
2016-7-12,0.0,24.0,0.0
2016-7-13,0.0,32.0,0.0
2016-7-14,0.0,50.0,1.0
2016-7-15,2.0,30.0,0.0
2016-7-16,0.0,19.0,0.0
2016-7-17,0.0,11.0,0.0
2016-7-18,0.0,20.0,0.0
2016-7-19,0.0,20.0,0.0
2016-7-2,0.0,22.0,0.0
2016-7-20,0.0,31.0,0.0
2016-7-21,0.0,23.0,0.0
2016-7-22,0.0,20.0,1.0
2016-7-23,0.0,14.0,1.0
2016-7-24,0.0,19.0,0.0
2016-7-25,0.0,18.0,0.0
2016-7-26,0.0,15.0,0.0
2016-7-27,1.0,31.0,0.0
2016-7-28,0.0,15.0,1.0
2016-7-29,0.0,32.0,1.0
2016-7-3,1.0,30.0,2.0
2016-7-30,0.0,16.0,0.0
2016-7-31,0.0,8.0,1.0
2016-7-4,0.0,33.0,1.0
2016-7-5,1.0,14.0,0.0
2016-7-6,2.0,24.0,3.0
2016-7-7,0.0,30.0,2.0
2016-7-8,0.0,44.0,1.0
2016-7-9,0.0,14.0,0.0
2016-8-1,0.0,49.0,2.0
2016-8-10,0.0,6.0,0.0
2016-8-11,0.0,6.0,0.0
2016-8-12,0.0,9.0,0.0
2016-8-13,1.0,24.0,3.0
2016-8-14,0.0,13.0,0.0
2016-8-15,0.0,15.0,2.0
2016-8-16,0.0,8.0,0.0
2016-8-17,0.0,11.0,11.0
2016-8-18,0.0,14.0,3.0
2016-8-19,0.0,9.0,5.0
2016-8-2,0.0,24.0,0.0
2016-8-20,0.0,7.0,1.0
2016-8-21,0.0,6.0,0.0
2016-8-22,0.0,10.0,0.0
2016-8-23,0.0,8.0,0.0
2016-8-24,1.0,15.0,10.0
2016-8-25,0.0,6.0,4.0
2016-8-26,0.0,26.0,2.0
2016-8-27,0.0,7.0,0.0
2016-8-28,0.0,16.0,0.0
2016-8-29,1.0,21.0,0.0
2016-8-3,2.0,33.0,1.0
2016-8-30,0.0,23.0,1.0
2016-8-31,0.0,15.0,0.0
2016-8-4,0.0,9.0,0.0
2016-8-5,0.0,19.0,1.0
2016-8-6,0.0,1.0,0.0
2016-8-7,0.0,4.0,0.0
2016-8-8,0.0,11.0,1.0
2016-8-9,1.0,7.0,0.0
2016-9-1,0.0,35.0,1.0
2016-9-10,0.0,7.0,0.0
2016-9-12,0.0,2.0,0.0
2016-9-13,0.0,9.0,0.0
2016-9-14,0.0,8.0,0.0
2016-9-15,0.0,19.0,1.0
2016-9-16,0.0,14.0,0.0
2016-9-17,0.0,8.0,0.0
2016-9-18,0.0,10.0,0.0
2016-9-19,0.0,2.0,0.0
2016-9-2,0.0,10.0,0.0
2016-9-20,0.0,18.0,0.0
2016-9-21,0.0,14.0,1.0
2016-9-22,0.0,8.0,0.0
2016-9-23,0.0,9.0,0.0
2016-9-24,0.0,6.0,0.0
2016-9-25,0.0,6.0,0.0
2016-9-26,0.0,2.0,0.0
2016-9-27,0.0,5.0,0.0
2016-9-28,0.0,12.0,0.0
2016-9-29,0.0,19.0,2.0
2016-9-3,0.0,6.0,0.0
2016-9-30,0.0,13.0,0.0
2016-9-4,0.0,12.0,1.0
2016-9-5,0.0,23.0,1.0
2016-9-6,1.0,13.0,0.0
2016-9-7,1.0,15.0,0.0
2016-9-8,1.0,38.0,0.0
2016-9-9,0.0,22.0,0.0
2017-1-1,0.0,20.0,0.0
2017-1-10,0.0,23.0,0.0
2017-1-11,0.0,20.0,1.0
2017-1-12,0.0,23.0,1.0
2017-1-13,0.0,31.0,2.0
2017-1-14,0.0,13.0,0.0
2017-1-15,0.0,19.0,0.0
2017-1-16,1.0,27.0,1.0
2017-1-17,0.0,26.0,1.0
2017-1-18,0.0,28.0,2.0
2017-1-19,0.0,21.0,0.0
2017-1-2,0.0,17.0,0.0
2017-1-20,0.0,32.0,0.0
2017-1-21,0.0,24.0,1.0
2017-1-22,0.0,9.0,0.0
2017-1-23,0.0,23.0,0.0
2017-1-24,0.0,18.0,0.0
2017-1-25,0.0,23.0,0.0
2017-1-26,0.0,11.0,0.0
2017-1-27,0.0,30.0,0.0
2017-1-28,1.0,19.0,0.0
2017-1-29,0.0,15.0,0.0
2017-1-3,0.0,16.0,0.0
2017-1-30,0.0,11.0,0.0
2017-1-31,0.0,20.0,0.0
2017-1-4,0.0,20.0,0.0
2017-1-5,1.0,29.0,0.0
2017-1-6,0.0,31.0,0.0
2017-1-7,0.0,22.0,0.0
2017-1-8,0.0,19.0,0.0
2017-1-9,0.0,12.0,0.0
2017-10-1,0.0,5.0,1.0
2017-10-10,10.0,152.0,3.0
2017-10-11,1.0,45.0,1.0
2017-10-12,0.0,28.0,1.0
2017-10-13,0.0,52.0,2.0
2017-10-14,0.0,14.0,0.0
2017-10-15,0.0,34.0,0.0
2017-10-16,2.0,33.0,2.0
2017-10-17,0.0,35.0,1.0
2017-10-18,0.0,24.0,0.0
2017-10-19,0.0,12.0,0.0
2017-10-2,0.0,9.0,1.0
2017-10-20,1.0,20.0,1.0
2017-10-21,1.0,21.0,1.0
2017-10-22,0.0,22.0,1.0
2017-10-23,0.0,28.0,0.0
2017-10-24,0.0,18.0,1.0
2017-10-25,0.0,25.0,4.0
2017-10-26,0.0,23.0,0.0
2017-10-27,0.0,18.0,0.0
2017-10-28,1.0,11.0,1.0
2017-10-29,1.0,12.0,0.0
2017-10-3,0.0,9.0,0.0
2017-10-30,1.0,33.0,0.0
2017-10-31,0.0,26.0,1.0
2017-10-4,0.0,54.0,2.0
2017-10-5,0.0,34.0,2.0
2017-10-6,1.0,25.0,1.0
2017-10-7,0.0,5.0,0.0
2017-10-8,0.0,3.0,0.0
2017-10-9,4.0,78.0,6.0
2017-11-1,0.0,39.0,1.0
2017-11-10,0.0,35.0,1.0
2017-11-11,1.0,40.0,2.0
2017-11-12,0.0,15.0,0.0
2017-11-13,0.0,18.0,0.0
2017-11-14,0.0,19.0,2.0
2017-11-15,0.0,21.0,4.0
2017-11-16,0.0,16.0,1.0
2017-11-17,2.0,19.0,0.0
2017-11-18,0.0,26.0,1.0
2017-11-19,0.0,18.0,0.0
2017-11-2,0.0,17.0,1.0
2017-11-20,0.0,26.0,2.0
2017-11-21,0.0,29.0,0.0
2017-11-22,1.0,95.0,6.0
2017-11-23,0.0,44.0,5.0
2017-11-24,0.0,41.0,0.0
2017-11-25,1.0,31.0,0.0
2017-11-26,1.0,97.0,6.0
2017-11-27,1.0,282.0,69.0
2017-11-28,2.0,168.0,26.0
2017-11-29,0.0,62.0,14.0
2017-11-3,0.0,46.0,1.0
2017-11-30,2.0,80.0,13.0
2017-11-4,0.0,24.0,0.0
2017-11-5,0.0,32.0,0.0
2017-11-6,0.0,31.0,0.0
2017-11-7,0.0,33.0,0.0
2017-11-8,1.0,16.0,0.0
2017-11-9,0.0,17.0,1.0
2017-12-1,0.0,58.0,7.0
2017-12-10,1.0,37.0,4.0
2017-12-11,0.0,42.0,1.0
2017-12-12,0.0,34.0,6.0
2017-12-13,0.0,40.0,2.0
2017-12-14,2.0,28.0,1.0
2017-12-15,0.0,50.0,4.0
2017-12-16,0.0,25.0,2.0
2017-12-17,0.0,21.0,0.0
2017-12-18,0.0,37.0,4.0
2017-12-19,0.0,48.0,7.0
2017-12-2,0.0,50.0,4.0
2017-12-20,2.0,44.0,7.0
2017-12-21,0.0,47.0,3.0
2017-12-22,0.0,42.0,1.0
2017-12-23,0.0,26.0,0.0
2017-12-24,1.0,20.0,2.0
2017-12-25,1.0,24.0,4.0
2017-12-26,0.0,27.0,3.0
2017-12-27,1.0,35.0,0.0
2017-12-28,0.0,7.0,0.0
2017-12-29,1.0,11.0,0.0
2017-12-3,0.0,36.0,3.0
2017-12-30,0.0,29.0,0.0
2017-12-31,0.0,22.0,0.0
2017-12-4,1.0,33.0,8.0
2017-12-5,1.0,26.0,4.0
2017-12-6,0.0,20.0,1.0
2017-12-7,1.0,43.0,5.0
2017-12-8,1.0,35.0,2.0
2017-12-9,3.0,64.0,2.0
2017-2-1,0.0,28.0,0.0
2017-2-10,1.0,23.0,0.0
2017-2-11,2.0,22.0,0.0
2017-2-12,4.0,17.0,1.0
2017-2-13,0.0,20.0,1.0
2017-2-14,0.0,30.0,0.0
2017-2-15,0.0,52.0,1.0
2017-2-16,0.0,35.0,0.0
2017-2-17,0.0,56.0,2.0
2017-2-18,0.0,19.0,0.0
2017-2-19,1.0,14.0,0.0
2017-2-2,0.0,44.0,2.0
2017-2-20,0.0,16.0,0.0
2017-2-21,3.0,28.0,0.0
2017-2-22,0.0,25.0,0.0
2017-2-23,0.0,36.0,0.0
2017-2-24,0.0,37.0,3.0
2017-2-25,0.0,21.0,1.0
2017-2-26,0.0,22.0,1.0
2017-2-27,0.0,29.0,0.0
2017-2-28,1.0,30.0,0.0
2017-2-3,1.0,33.0,1.0
2017-2-4,1.0,20.0,0.0
2017-2-5,0.0,17.0,1.0
2017-2-6,0.0,33.0,2.0
2017-2-7,0.0,27.0,2.0
2017-2-8,0.0,14.0,0.0
2017-2-9,0.0,13.0,0.0
2017-3-1,1.0,25.0,2.0
2017-3-10,0.0,34.0,0.0
2017-3-11,0.0,12.0,0.0
2017-3-12,1.0,16.0,0.0
2017-3-13,0.0,15.0,0.0
2017-3-14,0.0,49.0,2.0
2017-3-15,0.0,29.0,1.0
2017-3-16,0.0,23.0,5.0
2017-3-17,4.0,48.0,0.0
2017-3-18,3.0,35.0,0.0
2017-3-19,0.0,14.0,0.0
2017-3-2,0.0,26.0,2.0
2017-3-20,1.0,27.0,1.0
