Year Month Day,neg,neu,pos
2017-3-21,0.0,16.0,0.0
2017-3-22,0.0,27.0,1.0
2017-3-23,0.0,21.0,0.0
2017-3-24,0.0,29.0,0.0
2017-3-25,0.0,20.0,0.0
2017-3-26,1.0,10.0,0.0
2017-3-27,0.0,28.0,2.0
2017-3-28,1.0,41.0,0.0
2017-3-29,0.0,42.0,1.0
2017-3-3,0.0,24.0,1.0
2017-3-30,0.0,26.0,1.0
2017-3-31,0.0,27.0,0.0
2017-3-4,0.0,9.0,1.0
2017-3-5,0.0,20.0,0.0
2017-3-6,0.0,20.0,0.0
2017-3-7,0.0,17.0,0.0
2017-3-8,0.0,20.0,2.0
2017-3-9,1.0,18.0,2.0
2017-4-1,1.0,9.0,0.0
2017-4-10,1.0,19.0,0.0
2017-4-11,0.0,24.0,1.0
2017-4-12,1.0,48.0,2.0
2017-4-13,0.0,24.0,1.0
2017-4-14,0.0,7.0,0.0
2017-4-15,0.0,18.0,0.0
2017-4-16,0.0,21.0,0.0
2017-4-17,0.0,22.0,2.0
2017-4-18,0.0,12.0,1.0
2017-4-19,2.0,20.0,0.0
2017-4-2,0.0,20.0,0.0
2017-4-20,0.0,29.0,1.0
2017-4-21,0.0,33.0,0.0
2017-4-22,1.0,24.0,0.0
2017-4-23,1.0,26.0,4.0
2017-4-24,2.0,27.0,1.0
2017-4-25,2.0,33.0,2.0
2017-4-26,0.0,28.0,0.0
2017-4-27,0.0,30.0,1.0
2017-4-28,0.0,31.0,0.0
2017-4-29,0.0,15.0,0.0
2017-4-3,0.0,36.0,1.0
2017-4-30,0.0,31.0,0.0
2017-4-4,0.0,30.0,0.0
2017-4-5,0.0,46.0,1.0
2017-4-6,0.0,31.0,4.0
2017-4-7,1.0,33.0,0.0
2017-4-8,1.0,9.0,2.0
2017-4-9,0.0,12.0,0.0
2017-5-1,0.0,20.0,1.0
2017-5-10,1.0,33.0,1.0
2017-5-11,0.0,25.0,0.0
2017-5-12,0.0,27.0,0.0
2017-5-13,0.0,10.0,0.0
2017-5-14,0.0,15.0,0.0
2017-5-15,0.0,13.0,0.0
2017-5-16,0.0,30.0,1.0
2017-5-17,1.0,27.0,0.0
2017-5-18,0.0,27.0,0.0
2017-5-19,3.0,46.0,4.0
2017-5-2,0.0,63.0,0.0
2017-5-20,0.0,20.0,0.0
2017-5-21,1.0,21.0,2.0
2017-5-22,0.0,41.0,1.0
2017-5-23,0.0,27.0,1.0
2017-5-24,0.0,18.0,1.0
2017-5-25,0.0,23.0,2.0
2017-5-26,0.0,24.0,1.0
2017-5-27,0.0,10.0,0.0
2017-5-28,0.0,8.0,0.0
2017-5-29,1.0,40.0,1.0
2017-5-3,0.0,39.0,3.0
2017-5-30,0.0,23.0,1.0
2017-5-31,0.0,28.0,1.0
2017-5-4,0.0,40.0,0.0
2017-5-5,0.0,46.0,0.0
2017-5-6,0.0,11.0,1.0
2017-5-7,0.0,21.0,0.0
2017-5-8,1.0,24.0,1.0
2017-5-9,0.0,18.0,0.0
2017-6-1,0.0,23.0,2.0
2017-6-10,0.0,25.0,1.0
2017-6-11,0.0,11.0,0.0
2017-6-12,0.0,19.0,0.0
2017-6-13,0.0,13.0,0.0
2017-6-14,1.0,24.0,0.0
2017-6-15,1.0,29.0,0.0
2017-6-16,0.0,12.0,0.0
2017-6-17,1.0,12.0,1.0
2017-6-18,0.0,16.0,0.0
2017-6-19,1.0,16.0,1.0
2017-6-2,0.0,10.0,1.0
2017-6-20,1.0,42.0,0.0
2017-6-21,0.0,61.0,3.0
2017-6-22,0.0,55.0,2.0
2017-6-23,0.0,25.0,0.0
2017-6-24,0.0,13.0,0.0
2017-6-25,0.0,27.0,1.0
2017-6-26,1.0,33.0,2.0
2017-6-27,0.0,24.0,0.0
2017-6-28,0.0,26.0,0.0
2017-6-29,0.0,40.0,3.0
2017-6-3,0.0,17.0,1.0
2017-6-30,0.0,11.0,0.0
2017-6-4,0.0,10.0,0.0
2017-6-5,0.0,9.0,0.0
2017-6-6,0.0,19.0,0.0
2017-6-7,1.0,11.0,1.0
2017-6-8,4.0,20.0,2.0
2017-6-9,0.0,20.0,2.0
2017-7-1,1.0,14.0,3.0
2017-7-10,0.0,16.0,1.0
2017-7-11,1.0,28.0,1.0
2017-7-12,0.0,15.0,1.0
2017-7-13,0.0,27.0,0.0
2017-7-14,1.0,14.0,0.0
2017-7-15,0.0,8.0,0.0
2017-7-16,0.0,17.0,0.0
2017-7-17,1.0,13.0,0.0
2017-7-18,1.0,21.0,0.0
2017-7-19,0.0,23.0,0.0
2017-7-2,1.0,14.0,0.0
2017-7-20,0.0,10.0,0.0
2017-7-21,1.0,68.0,2.0
2017-7-22,0.0,21.0,0.0
2017-7-23,0.0,7.0,0.0
2017-7-24,0.0,17.0,0.0
2017-7-25,4.0,46.0,6.0
2017-7-26,0.0,45.0,1.0
2017-7-27,1.0,32.0,0.0
2017-7-28,1.0,24.0,0.0
2017-7-29,0.0,11.0,1.0
2017-7-3,1.0,28.0,1.0
2017-7-30,2.0,16.0,0.0
2017-7-31,0.0,13.0,0.0
2017-7-4,0.0,16.0,0.0
2017-7-5,0.0,14.0,2.0
2017-7-6,0.0,26.0,2.0
2017-7-7,0.0,22.0,0.0
2017-7-8,0.0,19.0,1.0
2017-7-9,1.0,15.0,0.0
2017-8-1,0.0,13.0,1.0
2017-8-10,1.0,5.0,0.0
2017-8-11,0.0,25.0,0.0
2017-8-12,0.0,11.0,0.0
2017-8-13,1.0,17.0,0.0
2017-8-14,1.0,41.0,0.0
2017-8-15,1.0,31.0,0.0
2017-8-16,1.0,44.0,2.0
2017-8-17,0.0,41.0,1.0
2017-8-18,1.0,25.0,1.0
2017-8-19,0.0,12.0,0.0
2017-8-2,0.0,17.0,0.0
2017-8-20,1.0,18.0,0.0
2017-8-21,2.0,50.0,2.0
2017-8-22,2.0,38.0,0.0
2017-8-23,1.0,22.0,0.0
2017-8-24,1.0,26.0,1.0
2017-8-25,0.0,18.0,0.0
2017-8-26,1.0,6.0,1.0
2017-8-27,0.0,15.0,2.0
2017-8-28,2.0,126.0,0.0
2017-8-29,1.0,21.0,2.0
2017-8-3,0.0,20.0,1.0
2017-8-30,1.0,15.0,1.0
2017-8-31,0.0,53.0,2.0
2017-8-4,0.0,44.0,0.0
2017-8-5,0.0,47.0,1.0
2017-8-6,0.0,9.0,0.0
2017-8-7,0.0,15.0,0.0
2017-8-8,0.0,26.0,1.0
2017-8-9,0.0,21.0,0.0
2017-9-1,0.0,33.0,0.0
2017-9-10,0.0,8.0,0.0
2017-9-11,0.0,35.0,7.0
2017-9-12,0.0,37.0,0.0
2017-9-13,0.0,35.0,4.0
2017-9-14,0.0,25.0,4.0
2017-9-15,0.0,27.0,1.0
2017-9-16,0.0,18.0,1.0
2017-9-17,0.0,17.0,1.0
2017-9-18,0.0,28.0,2.0
2017-9-19,0.0,22.0,0.0
2017-9-2,4.0,9.0,0.0
2017-9-20,0.0,27.0,4.0
2017-9-21,0.0,39.0,3.0
2017-9-22,0.0,25.0,2.0
2017-9-23,2.0,39.0,0.0
2017-9-24,1.0,52.0,0.0
2017-9-25,2.0,76.0,7.0
2017-9-26,0.0,16.0,0.0
2017-9-27,0.0,25.0,2.0
2017-9-28,0.0,36.0,3.0
2017-9-29,0.0,22.0,4.0
2017-9-3,1.0,18.0,0.0
2017-9-30,1.0,14.0,0.0
2017-9-4,0.0,19.0,1.0
2017-9-5,0.0,12.0,2.0
2017-9-6,1.0,15.0,0.0
2017-9-7,0.0,19.0,0.0
2017-9-8,1.0,18.0,0.0
2017-9-9,0.0,7.0,0.0
2018-1-1,0.0,25.0,1.0
2018-1-10,1.0,51.0,0.0
2018-1-11,0.0,53.0,2.0
2018-1-12,1.0,36.0,1.0
2018-1-13,0.0,12.0,0.0
2018-1-14,0.0,71.0,1.0
2018-1-15,1.0,27.0,1.0
2018-1-16,0.0,24.0,1.0
2018-1-17,0.0,21.0,0.0
2018-1-18,1.0,51.0,0.0
2018-1-19,0.0,22.0,0.0
2018-1-2,0.0,23.0,2.0
2018-1-20,1.0,48.0,3.0
2018-1-21,0.0,20.0,0.0
2018-1-22,0.0,14.0,0.0
2018-1-23,0.0,12.0,0.0
2018-1-24,0.0,21.0,0.0
2018-1-25,1.0,27.0,1.0
2018-1-26,0.0,35.0,0.0
2018-1-27,2.0,15.0,0.0
2018-1-28,0.0,11.0,0.0
2018-1-29,1.0,29.0,2.0
2018-1-3,0.0,31.0,2.0
2018-1-30,1.0,27.0,1.0
2018-1-31,0.0,47.0,1.0
2018-1-4,0.0,19.0,0.0
2018-1-5,0.0,29.0,1.0
2018-1-6,1.0,10.0,0.0
2018-1-7,0.0,21.0,1.0
2018-1-8,0.0,22.0,0.0
2018-1-9,0.0,45.0,0.0
2018-10-1,0.0,10.0,2.0
2018-10-10,0.0,55.0,2.0
2018-10-11,2.0,18.0,2.0
2018-10-12,1.0,24.0,2.0
2018-10-13,0.0,8.0,1.0
2018-10-14,0.0,17.0,2.0
2018-10-15,0.0,21.0,2.0
2018-10-16,1.0,25.0,0.0
2018-10-17,2.0,76.0,11.0
2018-10-18,1.0,63.0,4.0
2018-10-19,0.0,32.0,5.0
2018-10-2,0.0,27.0,2.0
2018-10-20,1.0,10.0,4.0
2018-10-21,6.0,128.0,6.0
2018-10-22,1.0,54.0,4.0
2018-10-23,0.0,18.0,0.0
2018-10-24,0.0,50.0,5.0
2018-10-25,1.0,42.0,6.0
2018-10-26,1.0,45.0,4.0
2018-10-27,0.0,18.0,1.0
2018-10-28,0.0,23.0,2.0
2018-10-29,0.0,23.0,2.0
2018-10-3,0.0,13.0,2.0
2018-10-30,2.0,22.0,1.0
2018-10-31,1.0,20.0,1.0
2018-10-4,1.0,6.0,0.0
2018-10-5,0.0,18.0,0.0
2018-10-6,0.0,10.0,2.0
2018-10-7,0.0,12.0,2.0
2018-10-8,1.0,13.0,2.0
2018-10-9,0.0,15.0,3.0
2018-11-1,0.0,18.0,0.0
2018-11-10,0.0,24.0,1.0
2018-11-11,1.0,13.0,0.0
2018-11-12,0.0,20.0,0.0
2018-11-13,0.0,15.0,0.0
2018-11-14,0.0,21.0,0.0
2018-11-15,1.0,99.0,10.0
2018-11-16,2.0,84.0,11.0
2018-11-17,0.0,13.0,1.0
2018-11-18,0.0,9.0,0.0
2018-11-19,1.0,47.0,4.0
2018-11-2,0.0,4.0,1.0
2018-11-20,0.0,58.0,1.0
2018-11-21,1.0,50.0,6.0
2018-11-22,1.0,92.0,2.0
2018-11-23,0.0,55.0,2.0
2018-11-24,0.0,19.0,0.0
2018-11-25,0.0,19.0,1.0
2018-11-26,0.0,16.0,2.0
2018-11-27,0.0,56.0,2.0
2018-11-28,1.0,30.0,4.0
2018-11-29,0.0,49.0,3.0
2018-11-3,1.0,8.0,0.0
2018-11-30,1.0,51.0,8.0
2018-11-4,0.0,3.0,0.0
2018-11-5,0.0,25.0,2.0
2018-11-6,0.0,15.0,1.0
2018-11-7,0.0,22.0,7.0
2018-11-8,0.0,21.0,1.0
2018-11-9,0.0,54.0,1.0
2018-12-1,1.0,18.0,4.0
2018-12-10,0.0,62.0,4.0
2018-12-11,2.0,120.0,6.0
2018-12-12,2.0,37.0,3.0
2018-12-13,0.0,42.0,1.0
2018-12-14,0.0,24.0,1.0
2018-12-15,0.0,12.0,1.0
2018-12-16,0.0,5.0,1.0
2018-12-17,2.0,46.0,7.0
2018-12-18,0.0,45.0,3.0
2018-12-19,0.0,25.0,0.0
2018-12-2,0.0,17.0,2.0
2018-12-20,0.0,30.0,3.0
2018-12-21,0.0,19.0,6.0
2018-12-22,4.0,74.0,17.0
2018-12-23,5.0,85.0,29.0
2018-12-24,2.0,61.0,8.0
2018-12-25,0.0,40.0,5.0
2018-12-26,1.0,13.0,3.0
2018-12-27,2.0,22.0,1.0
2018-12-28,0.0,8.0,0.0
2018-12-29,1.0,34.0,7.0
2018-12-3,0.0,22.0,2.0
2018-12-30,1.0,28.0,2.0
2018-12-31,0.0,17.0,0.0
2018-12-4,1.0,36.0,5.0
2018-12-5,1.0,25.0,3.0
2018-12-6,1.0,43.0,7.0
2018-12-7,1.0,30.0,1.0
2018-12-8,2.0,52.0,5.0
2018-12-9,3.0,51.0,4.0
2018-2-1,0.0,23.0,0.0
2018-2-10,1.0,52.0,3.0
2018-2-11,0.0,37.0,3.0
2018-2-12,1.0,29.0,2.0
2018-2-13,0.0,28.0,1.0
2018-2-14,1.0,31.0,1.0
2018-2-15,0.0,26.0,1.0
2018-2-16,3.0,32.0,1.0
2018-2-17,0.0,13.0,0.0
2018-2-18,1.0,22.0,2.0
2018-2-19,0.0,20.0,1.0
2018-2-2,0.0,22.0,0.0
2018-2-20,0.0,20.0,0.0
2018-2-21,0.0,30.0,0.0
2018-2-22,1.0,23.0,1.0
2018-2-23,0.0,24.0,2.0
2018-2-24,0.0,16.0,0.0
2018-2-25,0.0,20.0,0.0
2018-2-26,0.0,22.0,1.0
2018-2-27,0.0,15.0,0.0
2018-2-28,0.0,22.0,0.0
2018-2-3,0.0,13.0,1.0
2018-2-4,0.0,14.0,1.0
2018-2-5,1.0,25.0,1.0
2018-2-6,0.0,17.0,1.0
2018-2-7,1.0,16.0,0.0
2018-2-8,0.0,67.0,8.0
2018-2-9,1.0,129.0,8.0
2018-3-1,0.0,22.0,1.0
2018-3-10,0.0,19.0,0.0
2018-3-11,3.0,25.0,1.0
2018-3-12,2.0,47.0,3.0
2018-3-13,1.0,76.0,6.0
2018-3-14,0.0,50.0,4.0
2018-3-15,0.0,40.0,0.0
2018-3-16,0.0,36.0,1.0
2018-3-17,2.0,14.0,1.0
2018-3-18,0.0,29.0,0.0
2018-3-19,2.0,23.0,0.0
2018-3-2,1.0,45.0,3.0
2018-3-20,0.0,47.0,0.0
2018-3-21,0.0,27.0,0.0
2018-3-22,0.0,35.0,0.0
2018-3-23,0.0,18.0,1.0
2018-3-24,0.0,5.0,0.0
2018-3-25,0.0,4.0,0.0
2018-3-26,0.0,11.0,1.0
2018-3-27,0.0,22.0,1.0
2018-3-28,1.0,15.0,2.0
2018-3-29,0.0,12.0,0.0
2018-3-3,0.0,13.0,0.0
2018-3-30,0.0,8.0,0.0
2018-3-31,0.0,13.0,1.0
2018-3-4,0.0,12.0,0.0
2018-3-5,0.0,17.0,0.0
2018-3-6,0.0,11.0,1.0
2018-3-7,0.0,20.0,0.0
2018-3-8,1.0,18.0,3.0
2018-3-9,0.0,43.0,2.0
2018-4-1,0.0,5.0,0.0
2018-4-10,0.0,33.0,1.0
2018-4-11,1.0,13.0,2.0
2018-4-12,0.0,12.0,0.0
2018-4-13,1.0,8.0,0.0
2018-4-14,1.0,6.0,0.0
2018-4-15,0.0,4.0,0.0
2018-4-16,0.0,10.0,0.0
2018-4-17,1.0,22.0,1.0
2018-4-18,0.0,5.0,1.0
2018-4-19,0.0,11.0,1.0
2018-4-2,0.0,8.0,0.0
2018-4-20,0.0,13.0,0.0
2018-4-21,0.0,8.0,1.0
2018-4-22,0.0,6.0,1.0
2018-4-23,0.0,39.0,5.0
2018-4-24,0.0,36.0,1.0
2018-4-25,0.0,15.0,0.0
2018-4-26,0.0,15.0,0.0
2018-4-27,1.0,52.0,1.0
2018-4-28,0.0,39.0,0.0
2018-4-29,0.0,3.0,0.0
2018-4-3,1.0,16.0,1.0
2018-4-30,0.0,18.0,0.0
2018-4-4,0.0,18.0,0.0
2018-4-5,0.0,15.0,0.0
2018-4-6,0.0,7.0,0.0
2018-4-7,0.0,2.0,0.0
2018-4-8,0.0,10.0,0.0
2018-4-9,0.0,6.0,2.0
2018-5-1,0.0,11.0,2.0
2018-5-10,3.0,125.0,10.0
2018-5-11,4.0,60.0,7.0
2018-5-12,1.0,46.0,3.0
2018-5-13,2.0,12.0,1.0
2018-5-14,2.0,29.0,3.0
2018-5-15,1.0,26.0,2.0
2018-5-16,1.0,25.0,1.0
2018-5-17,1.0,25.0,3.0
2018-5-18,2.0,35.0,3.0
2018-5-19,7.0,27.0,2.0
2018-5-2,2.0,85.0,1.0
2018-5-20,2.0,29.0,1.0
2018-5-21,1.0,45.0,2.0
2018-5-22,1.0,73.0,2.0
2018-5-23,2.0,81.0,1.0
2018-5-24,2.0,87.0,2.0
2018-5-25,3.0,63.0,3.0
2018-5-26,3.0,40.0,0.0
2018-5-27,3.0,45.0,3.0
2018-5-28,4.0,79.0,1.0
2018-5-29,3.0,150.0,6.0
2018-5-3,5.0,53.0,2.0
2018-5-30,3.0,94.0,2.0
2018-5-31,3.0,71.0,5.0
2018-5-4,2.0,38.0,5.0
2018-5-5,1.0,26.0,0.0
2018-5-6,1.0,23.0,0.0
2018-5-7,2.0,34.0,1.0
2018-5-8,3.0,81.0,9.0
2018-5-9,5.0,169.0,5.0
2018-6-1,6.0,69.0,6.0
2018-6-10,2.0,12.0,1.0
2018-6-11,4.0,14.0,3.0
2018-6-12,2.0,66.0,1.0
2018-6-13,3.0,26.0,2.0
2018-6-14,6.0,24.0,3.0
2018-6-15,2.0,28.0,3.0
2018-6-16,4.0,19.0,0.0
2018-6-17,2.0,8.0,0.0
2018-6-18,0.0,32.0,1.0
2018-6-19,0.0,23.0,4.0
2018-6-2,2.0,38.0,10.0
2018-6-20,2.0,34.0,1.0
2018-6-21,1.0,40.0,2.0
2018-6-22,1.0,15.0,0.0
2018-6-23,5.0,8.0,0.0
2018-6-24,2.0,14.0,0.0
2018-6-25,3.0,15.0,1.0
2018-6-26,13.0,34.0,0.0
2018-6-27,6.0,32.0,0.0
2018-6-28,3.0,70.0,11.0
2018-6-29,4.0,43.0,5.0
2018-6-3,3.0,28.0,2.0
2018-6-30,1.0,34.0,0.0
2018-6-4,1.0,14.0,1.0
2018-6-5,0.0,22.0,3.0
2018-6-6,1.0,29.0,1.0
2018-6-7,2.0,38.0,1.0
2018-6-8,3.0,38.0,2.0
2018-6-9,1.0,33.0,0.0
2018-7-1,3.0,29.0,0.0
2018-7-10,1.0,45.0,1.0
2018-7-11,4.0,22.0,1.0
2018-7-12,1.0,24.0,0.0
2018-7-13,1.0,21.0,1.0
2018-7-14,0.0,7.0,1.0
2018-7-15,1.0,14.0,0.0
2018-7-16,6.0,16.0,0.0
2018-7-17,2.0,24.0,0.0
2018-7-18,0.0,14.0,0.0
2018-7-19,0.0,22.0,1.0
2018-7-2,2.0,45.0,2.0
2018-7-20,2.0,19.0,0.0
2018-7-21,1.0,38.0,1.0
2018-7-22,3.0,31.0,1.0
2018-7-23,1.0,31.0,2.0
2018-7-24,2.0,25.0,2.0
2018-7-25,2.0,21.0,2.0
2018-7-26,2.0,35.0,2.0
2018-7-27,3.0,48.0,8.0
2018-7-28,0.0,13.0,0.0
2018-7-29,3.0,16.0,0.0
2018-7-3,4.0,37.0,2.0
2018-7-30,0.0,13.0,0.0
2018-7-31,3.0,23.0,0.0
2018-7-4,4.0,39.0,0.0
2018-7-5,1.0,34.0,0.0
2018-7-6,0.0,15.0,1.0
2018-7-7,1.0,27.0,3.0
2018-7-8,3.0,14.0,0.0
2018-7-9,2.0,35.0,0.0
2018-8-1,2.0,23.0,0.0
2018-8-10,0.0,31.0,2.0
2018-8-11,0.0,14.0,0.0
2018-8-12,2.0,31.0,3.0
2018-8-13,0.0,11.0,0.0
2018-8-14,0.0,14.0,0.0
2018-8-15,0.0,20.0,0.0
2018-8-16,0.0,12.0,0.0
2018-8-17,1.0,21.0,0.0
2018-8-18,1.0,10.0,7.0
2018-8-19,0.0,13.0,1.0
2018-8-2,5.0,40.0,2.0
2018-8-20,0.0,20.0,0.0
2018-8-21,0.0,53.0,3.0
2018-8-22,0.0,14.0,0.0
2018-8-23,1.0,34.0,1.0
2018-8-24,0.0,24.0,2.0
2018-8-25,0.0,9.0,0.0
2018-8-26,0.0,11.0,0.0
2018-8-27,0.0,11.0,1.0
2018-8-28,0.0,6.0,0.0
2018-8-29,0.0,58.0,8.0
2018-8-3,1.0,46.0,4.0
2018-8-30,2.0,39.0,3.0
2018-8-31,1.0,26.0,0.0
2018-8-4,7.0,136.0,2.0
2018-8-5,0.0,25.0,0.0
2018-8-6,4.0,57.0,2.0
2018-8-7,3.0,50.0,2.0
2018-8-8,1.0,33.0,4.0
2018-8-9,0.0,28.0,3.0
2018-9-1,0.0,8.0,0.0
2018-9-10,0.0,21.0,2.0
2018-9-11,0.0,21.0,2.0
2018-9-12,1.0,34.0,0.0
